,LinearAcc,Manipulation,WristRoll,WristRollRegularity
0,1.2385937927797153,320.74067323592726,7.607312346702411,0.21605764282038087
1,1.038992943935998,1149.1587728754848,27.53485467916485,0.5956777996070727
2,1.119008201464618,602.6138320745611,19.81267465178048,0.552608695652174
3,1.0743056629528875,219.68026993417732,17.5606076198473,0.45103092783505155
4,1.0185281841898715,357.39795611489086,9.345043523087977,0.2995609829056069
5,1.0669995121209324,470.0348092977661,12.048688258753351,0.37240256436348834
6,1.0397994245585116,470.27614709532224,8.76848749405169,0.27563165930620087
7,0.9740567577972156,101.23455839140058,4.901464250982266,0.1285166469555245
8,0.7008170740028814,484.57204521107604,7.3828156456080425,0.2126060449662914
9,0.0,0.0,0.0,0.0
